Temp,Turbidity (cm),DO(mg/L),BOD (mg/L),CO2,pH`,Alkalinity (mg L-1 ),Hardness (mg L-1 ),Calcium (mg L-1 ),Ammonia (mg L-1 ),Nitrite (mg L-1 ),Phosphorus (mg L-1 ),H2S (mg L-1 ),Plankton (No. L-1),Water Quality,fish
20.74398888,94.3306352,4.950230085,1.070084506,5.263583995,7.470932036,51.95065659,119.007582,65.55332696,0.013102242,0.008290367,0.111716399,0.019388437,4485.265173,2,Rohu
21.82205214,84.07838769,3.229584633,1.390720167,7.690857919,7.234945259,49.70142171,104.5338953,60.68320195,0.007147947,0.0146456,0.634996277,0.019190632,3737.806898,2,Catla
24.12607526,94.40995193,3.284777862,1.764943487,6.362096261,8.745574192,72.20663854,111.4098616,31.37347411,0.011256423,0.007578201,1.665989544,0.019422469,4395.717104,2,Tilapia
21.67774087,92.66593102,4.438274841,1.934837762,7.666144811,7.464993302,56.02053061,112.2613979,53.47342327,0.019815392,0.006638744,0.051457044,0.019309642,3081.784493,2,Rohu
28.82400423,12.42569252,3.655802779,1.938719561,6.215909717,6.530188293,68.3789155,135.0922732,64.26454875,0.020639026,0.003297043,1.709760732,0.019635185,3463.893656,2,Murrel
29.10464818,3.110878147,4.355849017,1.310106587,6.653976413,6.834064494,60.81350228,107.1728453,97.81367753,0.014432416,0.007525764,0.701612828,0.019171314,4316.668413,2,Murrel
24.30669392,11.35330661,3.203470485,1.647692942,5.259314513,8.081156248,77.72843095,120.4519818,57.89972646,0.01955114,0.011786945,0.738915726,0.019105098,3055.176707,2,Tilapia
21.30754295,85.14228315,4.119737362,1.919171653,7.331274935,7.878969928,94.20242132,122.4469558,85.89622281,0.008890083,0.006872443,0.807780693,0.019303279,4441.472684,2,Rohu
25.06933849,10.28640135,3.245542913,1.646074725,5.384907741,7.131941492,47.89192411,114.4269459,92.20663748,0.000818476,0.005451116,1.350857444,0.019316111,3765.169635,2,Tilapia
27.95819891,97.97459464,3.501809008,1.183454898,5.343372853,7.492307223,65.23034421,105.3042961,87.25261021,0.02141836,0.005013634,0.302963771,0.019035754,4369.259443,2,Mrigal
25.99306228,3.978223605,4.140350402,1.8500027,6.695273979,6.936004922,75.61405739,126.7188151,61.75322195,0.008491434,0.017134022,0.802193472,0.019260767,3860.640198,2,Tilapia
26.80393782,5.062786232,3.017766155,1.978369498,7.904512322,8.40637232,86.12769324,106.8924211,82.55678723,0.009893844,0.010654523,0.656170344,0.019333106,4083.774858,2,Mrigal
24.66811264,5.584923212,3.936926901,1.324915403,6.270986271,8.482600161,78.34798685,92.90261543,25.9968613,0.019293444,0.013088195,1.656781991,0.019967157,4355.421692,2,Tilapia
27.12031731,1.336644728,3.588088499,1.254410412,6.496702451,7.695910832,83.11288162,133.082847,51.13389253,0.023619885,0.005277304,0.242265176,0.019429574,4178.460888,2,Mrigal
22.89197619,82.42616341,3.518681025,1.568620547,7.35930864,6.714055558,89.44608256,89.99527217,41.0674045,0.003144196,0.017910902,1.879162924,0.019728695,3878.189572,2,Catla
20.28525091,10.42879402,4.03895763,1.732943926,6.752058808,8.045430759,45.68396929,100.0042516,72.21852626,0.016497764,0.019347497,0.842532847,0.019191518,4186.473158,2,Rohu
24.98845785,92.02850863,4.0021316,1.629315396,6.409782326,8.928861607,38.66110846,100.9555962,49.83988912,0.001908026,0.008750285,1.563614724,0.019236023,4122.436607,2,Tilapia
21.95307783,4.581210611,3.129115092,1.027508204,6.419252119,7.752741182,51.19712544,107.9459948,39.99798096,0.010772173,0.017546037,0.885746993,0.019586506,3471.361254,2,Catla
29.63823601,98.99390558,3.969661602,1.295785256,6.018347028,7.689530862,94.3978682,138.0371043,89.70805723,0.023558714,0.017117329,0.402491241,0.019639007,3753.234544,2,Murrel
27.63097111,93.23067241,4.638594188,1.120945339,6.883437126,8.998109788,53.5120996,134.8595891,78.82678422,0.015089212,0.00330281,0.18627014,0.019427934,4112.530581,2,Mrigal
26.1279374,3.071697915,4.319329172,1.143700165,5.376103327,8.292704073,63.27056003,124.9324367,49.7806082,0.00155842,0.000369794,1.822628674,0.019641483,3801.593226,2,Mrigal
23.86298184,93.58945369,3.388303067,1.732895878,6.673108523,7.674464051,56.06944634,94.0015621,95.95088162,0.006518457,0.008023365,0.743724998,0.019888875,4047.070503,2,Catla
29.1139796,89.8822716,4.917740352,1.461119084,7.753612809,6.547526684,46.58771567,101.1941595,69.25326238,0.017622978,0.006859443,1.760722466,0.019654913,4015.35236,2,Murrel
25.35850826,89.70419126,4.907868356,1.533645455,6.011963306,7.788192332,79.33155107,109.1407184,57.42736964,0.0237245,0.015024816,1.063607546,0.019380413,4149.36166,2,Tilapia
27.49595001,5.688099098,4.813791629,1.289170134,5.983090681,8.24321946,79.92409948,128.0043,40.36767664,0.008132911,0.002559131,0.859519912,0.01930403,3952.018794,2,Mrigal
24.07871212,86.32574955,3.762138743,1.840359096,6.729784309,6.686836757,60.20481838,112.429686,39.17386566,0.010355558,0.019206634,1.781333948,0.019296674,3808.50449,2,Tilapia
23.41133328,13.08096025,4.283581074,1.158500682,7.064555919,6.704865871,52.06664266,101.1306925,25.80925117,0.017008447,0.004066643,0.781177445,0.019886429,3917.994979,2,Catla
27.46898095,11.95381863,4.640629828,1.022927669,6.878232133,8.058903108,88.02451871,135.4852993,88.5200416,0.000181856,0.01036246,0.751644972,0.019150363,4200.455492,2,Mrigal
28.05047151,14.01501373,3.833922749,1.599370336,7.789291734,7.532655784,37.12579407,87.98436664,46.03458481,0.010859629,0.013968845,0.460568157,0.019904947,3921.983063,2,Mrigal
23.9399359,8.456500691,4.43563983,1.648456808,5.99414119,7.546762044,52.9605981,91.11808221,55.13820437,0.015155968,0.015447027,1.775779215,0.019515689,3088.528961,2,Catla
27.75090879,94.73160378,4.664605035,1.488952544,6.250619749,7.850369643,71.33049641,138.4035372,78.76402352,0.022226287,0.013282992,0.813692294,0.019336921,3513.842451,2,Mrigal
17.49838563,24.78357118,0.208152598,5.832259448,2.994323623,9.162935251,33.13722636,54.38585793,196.5849205,0.030066679,0.685770548,2.691343063,0.016463,5404.837537,2,Mahseer
17.79072959,19.22640846,11.43446267,2.947542984,2.177389601,9.020308359,127.7086647,68.70200989,180.111587,0.031953478,1.096920212,2.376734834,0.016554829,4716.942292,2,Mahseer
17.91927096,21.76560422,12.43086468,5.230412706,9.059163762,9.21193512,36.98600896,282.0307566,175.3688261,0.039307572,1.492984771,2.415347644,0.012873007,2458.629092,2,Mahseer
17.79682199,16.11976804,10.9635289,2.312210608,8.020778582,6.467363951,27.89734787,160.2967633,21.08946453,0.028009825,1.012406365,2.402281794,0.00782154,2415.65592,2,Mahseer
31.30590163,23.23559108,1.361735949,2.304344104,8.099505648,9.03068151,181.4710443,224.8207401,162.1382139,0.042910151,0.080552063,0.011352443,0.013500308,2425.385874,2,Indian Carp
16.00716905,18.11188385,12.70411438,4.562758308,1.024147493,9.077780111,26.19777759,52.2928384,20.14350569,0.049973093,0.757238495,2.105908147,0.014467336,2583.919494,2,Brown Trout
34.09799233,22.9275354,14.78591157,3.022735904,2.163142732,6.313959842,35.24562011,65.33527632,140.4488963,0.029947996,0.850281382,0.014855903,0.018759181,2977.905496,2,Indian Carp
18.96492099,27.85448468,0.715907355,3.118229645,1.321770964,9.203508586,144.1658642,71.93561784,111.116964,0.030564336,0.316554591,2.720119441,0.011101066,5707.822093,2,Mahseer
16.84818442,21.93332048,2.210647298,2.526181832,3.119741335,9.470768354,152.6161085,293.4972232,16.85630556,0.046950858,0.372926022,0.021521654,0.0111719,5095.493455,2,Brown Trout
17.73604625,17.85415942,8.636760293,3.11370626,3.254524373,9.389846173,117.8714536,251.518727,14.20864328,0.034599221,0.69034483,0.028875912,0.011862545,4903.523829,2,Mahseer
34.41162843,16.35160167,1.994206109,5.623588422,1.077605611,9.426631261,33.23854895,223.0518488,221.2847945,0.025021336,1.82132676,0.013993924,0.011752838,2765.064986,2,Indian Carp
31.8590393,21.18254431,1.805773298,2.118226036,4.785036606,9.081745936,110.4757124,238.1902139,211.4239089,0.033029362,1.846415689,2.833587553,0.003684032,2026.217033,2,Indian Carp
34.53488402,18.36402151,10.362915,2.576634513,3.860889534,9.16198694,34.18329299,285.4416474,226.0786699,0.026510673,0.956481747,2.063846862,0.015003082,2799.548682,2,Indian Carp
16.40220095,28.67297836,10.91009493,5.361090878,9.941787107,6.408116061,28.32881277,23.5190558,107.8861422,0.038973817,1.364591214,0.017757554,0.010129765,5421.375148,2,Brown Trout
31.79464386,15.83243265,0.550941129,5.436058955,9.433941573,9.170253134,141.081626,178.9338105,22.02511798,0.040797528,0.572191123,0.018569393,0.015764989,5742.844278,2,Indian Carp
34.54259597,22.55511445,1.613781947,5.305139148,0.593914425,9.351588086,47.36525394,216.5588589,134.1853295,0.035586387,1.650040535,2.341795386,0.009657123,5580.306363,2,Indian Carp
15.65447013,26.21516881,0.527349253,4.544793517,4.704596472,9.42522619,40.20377185,177.3489094,222.3170706,0.02563921,1.448635574,0.013557913,0.017350113,5081.68023,2,Brown Trout
30.12907018,20.58574307,9.97874854,3.091365038,8.284729103,6.205031778,119.1259412,38.95502917,132.0298073,0.046783309,1.850185558,0.016890259,0.013279707,2041.485627,2,Murrel
33.00497395,23.53810067,14.30042714,4.078260262,3.217313615,6.219985535,43.00095706,70.52366579,17.92596564,0.040251316,1.491667192,0.014096513,0.008253904,2347.107391,2,Indian Carp
32.49633692,19.6951389,2.667779574,2.834725303,8.320441048,6.292605958,187.6534409,218.9601425,132.3029904,0.046535401,0.699962125,0.015473303,0.007523479,2168.269156,2,Indian Carp
19.48657398,19.39447914,1.250833179,2.865504607,8.403725407,9.258135384,143.5490733,175.4894795,181.8391557,0.040098731,0.131488884,0.02851869,0.016017568,5218.087781,2,Mahseer
19.67324635,16.02196888,8.426618773,2.789353007,9.432432279,6.173437248,29.43336357,42.14958469,168.6344484,0.025250369,1.103469349,0.025268565,0.017498479,4553.275501,2,Mahseer
33.8173922,20.19213264,0.944782248,2.824216799,1.064670835,6.060404429,160.6410308,207.3252778,223.1808849,0.028062919,1.232726881,2.677775257,0.005274872,5934.312962,2,Indian Carp
16.45585026,29.80815649,14.79908503,4.631445674,9.495007482,6.212715461,37.15087641,271.0009232,14.971087,0.038224077,1.081340606,2.893776102,0.005894543,2115.63465,2,Brown Trout
19.55561905,17.06488857,2.161094111,4.33200146,9.072658614,9.263517009,44.83310648,66.19015148,14.62430597,0.035772039,1.879185393,0.020969459,0.00193977,2204.024936,2,Mahseer
33.16222405,24.56223633,9.60908615,5.847898341,2.795552264,6.230493853,139.9742555,48.76487805,199.8967295,0.038296089,0.098565112,0.012888743,0.010673614,2921.819993,2,Indian Carp
19.8170693,22.35579772,2.62805939,5.988128641,2.229906259,6.483201964,41.68008952,204.9564806,192.7938395,0.035223405,0.322360436,2.050431819,0.012534726,5992.226133,2,Rohu
17.10636472,23.69178874,11.64167581,4.304947743,0.864604246,9.301272055,152.4773544,38.7826178,18.46689266,0.046146621,1.388967163,2.176832625,0.011442708,5382.16789,2,Brown Trout
34.68921923,24.1048064,1.72077133,3.802685125,8.623537086,6.060593247,116.529758,166.0428988,21.9599689,0.037852663,0.815854959,0.02121191,0.017733472,2168.364129,2,Indian Carp
15.42245211,19.28099552,1.317099146,3.615832078,3.427735571,6.121409188,25.54012023,49.51677069,16.09369992,0.044901088,0.596068159,0.01944922,0.010919961,4934.950038,2,Brown Trout
31.67289711,17.95735611,0.841765032,5.266750087,8.368690085,9.341722372,37.65832626,157.113437,11.12631282,0.025911208,1.485343028,0.019305298,0.01037524,2174.987134,2,Indian Carp
19.90335654,21.54676001,10.96408374,3.540847989,0.157618046,6.389001239,172.7794466,161.4556022,24.88068508,0.039510393,0.227221213,0.01362777,0.011785143,5867.380067,2,Rohu
34.69149077,21.39190432,0.974125892,4.394587155,4.927734525,9.413128814,39.31455044,38.062315,169.5220626,0.029237079,1.46654291,0.011608655,0.01829221,2603.362253,2,Indian Carp
19.27562498,26.00228681,10.40875834,2.112796636,0.143005285,6.101350998,28.25443165,48.90941321,146.2337469,0.040147092,1.463070738,2.548790108,0.008876547,5251.060068,2,Mahseer
33.51533157,22.80790658,1.230821858,5.398624592,9.254836246,6.424758391,183.7579663,225.99133,20.73847746,0.032622111,0.387152149,0.023248081,0.009888206,5384.384838,2,Indian Carp
32.45294153,17.80526685,0.753178414,5.343447162,9.275932171,9.106974252,42.96052748,49.11410133,161.1325147,0.04012904,0.139091433,0.022951905,0.016514369,2386.37605,2,Indian Carp
31.29555887,21.7069495,0.727763527,3.246676417,9.409616292,9.488734751,171.7331546,50.75638324,234.264388,0.048706316,1.098637996,2.467698641,0.008114669,5086.85622,2,Indian Carp
16.87309787,19.18392613,1.22025328,2.431284403,0.281894979,9.012000049,118.0288146,53.39374999,128.3717701,0.026723735,1.207718069,2.127381138,0.009548037,2301.871804,2,Brown Trout
32.93931813,28.80409777,2.772252976,2.812914596,0.316765162,6.30240655,119.1982409,222.2277464,215.929368,0.037511731,1.348549169,2.339400469,0.004296215,5404.364781,2,Indian Carp
32.09089438,29.44737189,11.10706199,2.246363329,4.863796502,6.48345012,40.55776664,56.26402345,143.2773607,0.034174078,1.198557635,0.021060196,0.009068134,2742.839884,2,Indian Carp
34.78817546,27.01592594,12.10881201,2.267138258,9.741917094,6.359109684,39.50770726,62.93417589,196.7720048,0.033379322,0.953887456,2.963425575,0.004049635,2614.586176,2,Indian Carp
33.90013156,27.41523301,0.635671042,2.39640749,0.83009574,9.063117249,33.90607654,74.54961686,206.1037349,0.030236912,1.376841358,0.029611526,5.16E-05,2703.030766,2,Indian Carp
32.50832326,18.51708279,13.81758197,5.74655521,9.470275284,9.30373947,140.4443344,66.59725214,19.25026445,0.048878881,0.876247885,2.37799995,0.002802537,2098.853679,2,Indian Carp
32.56366321,23.67640243,2.911572426,4.41328968,8.072881354,9.354739129,178.2448501,39.81082358,19.60870384,0.027633754,1.144004693,0.013136863,0.015474803,5092.544007,2,Indian Carp
30.63789939,22.79957531,13.37172136,5.452144296,9.266079818,6.270111691,49.52203413,68.7547089,13.64126368,0.041612678,1.446592337,2.341470754,0.012689124,2429.710125,2,Indian Carp
17.31190002,27.33674538,0.968509747,3.113356821,9.999263008,6.347866151,118.2873497,165.9818345,185.2505914,0.035331068,1.67364298,2.38117078,0.000199303,5019.401997,2,Brown Trout
17.04630011,25.53145529,2.715354911,4.054371162,0.409810924,9.228881104,170.2538767,74.87353304,19.74593246,0.033330218,1.962228491,0.027150533,0.007041414,2301.466605,2,Brown Trout
15.73695012,23.74690101,11.40841982,4.000653854,2.77180577,9.450428249,162.379368,64.67628046,22.82141714,0.033490537,1.633560233,0.012618619,0.011645058,2905.9499,2,Brown Trout
31.71695033,22.17772691,0.133928049,5.733617729,0.488516605,9.288419484,188.7985654,281.9857215,229.1692346,0.026225367,0.086792292,2.233978525,0.017114561,2112.550566,2,Indian Carp
33.7400782,20.59736865,0.440422315,4.640251574,1.468436208,9.3504289,47.39484821,168.6167898,181.2475805,0.046631984,0.707508928,2.946159049,0.010305576,2457.686127,2,Indian Carp
25.07751327,79.57351105,13.64805588,1.99326036,6.007438637,6.687045865,39.49951585,107.4918834,88.812921,0.014721746,0.005861073,0.310066322,0.019049459,3792.954636,2,Tilapia
23.94257272,37.79773293,0.592938421,1.51311122,5.713341456,7.926008308,59.40594361,145.5026724,58.40175542,0.018772001,0.019282855,1.637415423,0.01983967,3502.730136,2,Catla
23.8281442,53.71939482,11.01093921,1.382916783,6.20066882,8.577265685,80.84655371,133.6790314,78.49734229,0.01029825,0.007258796,0.934849411,0.019919364,3862.798018,2,Catla
28.83429537,53.96404313,2.335387839,1.546088185,7.861718977,7.240713532,85.18138677,137.1061325,91.62585117,0.021718895,0.003623513,0.540502303,0.019940773,3349.594405,2,Murrel
27.3039098,51.19572528,9.792055202,1.074007273,5.579686016,8.110148537,76.60964674,95.6469551,72.35092752,0.016272683,0.011852485,1.416125536,0.019302364,3232.846676,2,Mrigal
27.6624882,54.36703487,13.73329164,1.832908672,6.824602158,6.844606157,51.36477525,104.111306,99.00344775,0.014563866,0.009763446,0.89604547,0.019362952,4140.886164,2,Mrigal
24.89068371,79.71397941,10.47641836,1.253906697,5.463690028,8.611322398,65.0873353,145.019742,38.04044359,0.000984544,0.004924265,0.080988808,0.019307883,3220.193074,2,Tilapia
24.07794799,34.06806269,8.905039475,1.170218383,5.770183838,8.560338636,47.56839657,108.445159,72.10665603,0.01567762,0.018854726,0.663710926,0.019395765,3679.139308,2,Tilapia
28.74205637,30.69035654,14.05283162,1.471417154,7.398776668,8.38166918,98.31045238,94.73795536,76.34682353,0.010004629,0.009716641,0.875325118,0.019154217,3440.992934,2,Murrel
22.47627058,79.32693282,2.869855845,1.231679524,5.701257651,8.792030251,58.19929782,130.2825711,37.56528785,0.005354828,0.018256558,0.566747358,0.019163446,3014.249138,2,Catla
20.16970054,77.50902636,14.24750797,1.304790736,6.109842352,7.628499615,46.28350356,116.6633357,36.18067526,0.011579863,0.002643624,0.345441006,0.019852952,4407.113186,2,Rohu
20.97445908,69.21407687,14.46784603,1.497779434,5.952301738,8.264789903,75.73326029,113.0791453,35.68291822,0.017162988,0.006177778,1.589112474,0.019769747,3143.101063,2,Rohu
28.0840495,33.71291223,12.98656262,1.843457808,7.657126236,8.19089573,60.34342735,101.0000507,31.94824032,0.006747281,0.008321038,1.10897216,0.019491385,3692.04445,2,Mrigal
29.8158181,50.87947786,0.244425229,1.823806169,5.083799087,7.517654092,81.41525953,75.33806532,93.79928407,0.017363851,0.008107522,0.641588464,0.019999157,4049.381625,2,Murrel
24.95456213,47.96185075,10.40682714,1.05708542,6.890554982,8.773976994,46.75273654,96.20268475,88.99708839,0.023637587,0.019319184,1.793776349,0.019407588,3600.309586,2,Tilapia
24.29501174,79.33486834,2.990806505,1.143647704,5.697014958,8.653610017,81.9454308,138.3944018,51.78488345,0.0112759,0.003714102,0.751526998,0.019734951,4333.548338,2,Tilapia
26.96100321,76.95225992,12.19249752,1.256870375,7.138895309,7.087045151,77.61631505,98.6111371,31.90493334,0.006803159,0.015131935,0.678174182,0.019896534,3918.137614,2,Mrigal
22.18500452,30.7717629,11.04558415,1.889542765,5.22766509,7.911519992,69.17581496,145.5989978,49.91579813,0.01972513,0.018948441,1.241071401,0.019496156,4464.571167,2,Catla
20.76259837,53.66306827,12.98559858,1.248428587,7.910985098,7.750936854,46.78202894,125.119918,30.05963624,0.010487694,0.01137394,0.416215835,0.019575786,3845.681661,2,Rohu
24.60687195,74.90807505,0.421868659,1.372802859,6.212353106,8.868921278,31.55590831,75.76919517,31.60345483,0.015278807,0.001583978,0.674577062,0.019736351,3266.566317,2,Tilapia
23.8418117,37.18325919,1.737911788,1.308594319,7.492057338,6.540806463,41.78886313,130.2457136,79.22866979,0.004499575,0.001231093,0.379383943,0.019838186,3588.262249,2,Catla
22.40971866,42.2862634,13.44911496,1.425668638,5.85753404,7.274044701,90.14397547,103.5563788,55.80293767,0.006171366,0.012597512,0.932912573,0.019646851,3372.27617,2,Catla
27.60443046,36.57328973,12.98407957,1.127211965,5.044998888,8.916055017,40.15454096,149.9243836,64.0086004,0.022182079,0.004003077,1.607907341,0.019448586,3202.986396,2,Mrigal
29.65052706,65.1539945,2.12771326,1.777069803,6.728176677,8.620961089,27.55350202,90.20107664,45.26671473,0.003390901,0.015040593,0.887789125,0.01929289,4241.001987,2,Murrel
20.94925038,46.50234829,2.976727177,1.208146152,5.172688758,6.748263569,87.41439032,86.23211935,79.28571742,0.007112503,0.006566373,0.193569551,0.019089768,3191.54643,2,Rohu
27.79807144,35.17380313,10.16634499,1.790957739,6.813428673,6.603800105,33.96322116,135.0830881,90.16325614,0.005848593,0.009194207,1.176090753,0.019719475,3155.49426,2,Mrigal
21.88638158,41.06583176,10.7687086,1.852775123,6.851537548,8.772802646,81.44949812,147.4034999,38.25028074,0.006655106,0.009192308,1.121383906,0.019887216,3338.145173,2,Catla
20.09486605,72.50840792,10.4578668,1.005080481,7.348211075,7.884540467,79.46818714,144.1040297,54.68718621,0.000459227,0.006687322,0.1004642,0.019641993,3821.158832,2,Rohu
24.10077381,69.40584162,1.825961372,1.823268493,6.635069503,8.605865231,58.0107826,132.6856089,55.18194726,0.002641912,0.013864704,0.354553832,0.019525442,4314.655775,2,Tilapia
21.41326006,39.28354484,14.97012231,1.283507578,6.422030243,7.283739397,52.47990461,107.4818847,64.19414766,0.016110078,0.012543025,1.844047208,0.019188134,3498.018048,2,Rohu
25.3275931,49.74224844,11.51327656,1.109973621,5.995189998,7.800072304,40.29438353,78.96650834,38.11368839,0.017412981,0.002328597,0.783792397,0.019255373,3555.871197,2,Tilapia
25.5775972,42.98154526,9.917663799,1.418661616,5.841408263,6.988383001,87.38585905,147.0022994,56.17873708,0.02479273,0.001140286,1.051651934,0.019549686,4179.156767,2,Tilapia
26.9343971,59.93840324,1.605594147,1.160452295,7.551056255,6.53280332,66.84069331,86.68601738,25.34378819,0.021641509,0.008632442,0.65651872,0.019327011,3750.144936,2,Mrigal
28.76368641,63.39097136,2.761150725,1.05553261,5.633999824,8.866379124,94.09019861,85.53266588,93.65821483,0.000959278,0.018643969,1.080038513,0.019161806,3135.608324,2,Murrel
20.19634622,33.8220016,2.404852432,1.765425945,5.405569435,7.834926704,81.65114067,128.6301361,57.37446563,0.017514444,0.002135539,1.373368268,0.019911789,3505.389261,2,Rohu
26.865941,49.63409115,0.713097031,1.860845664,6.688349878,6.751111876,85.65052195,145.9201519,80.22830282,0.002497439,0.000431153,0.682563411,0.019836503,3094.418437,2,Mrigal
29.86430316,41.57810288,0.236516238,1.792024963,7.060840971,7.628495282,71.25411827,130.8692371,32.52224129,0.020221647,0.013632379,0.434544773,0.019673006,3524.827736,2,Murrel
29.85761462,77.30849424,1.073147555,1.297176155,6.087917045,8.371378757,75.87535757,117.0850972,31.29634355,0.001761075,0.014690666,1.337570391,0.019460212,4057.222555,2,Murrel
24.56081203,47.97079488,1.956295371,1.863610597,7.060809674,7.830216815,99.01530419,85.90205894,83.69043876,0.016161095,0.004851931,1.891324888,0.019053569,3971.124419,2,Tilapia
23.48010517,44.53626158,13.16194858,1.732247815,6.033755723,8.821152328,26.09063087,122.5567178,94.24265931,0.016277223,0.017633542,0.29535175,0.019046812,3215.069007,2,Catla
29.82913901,34.79722019,10.09962915,1.060883307,7.487445982,7.48729568,42.2952174,122.0675366,42.19906659,0.017579083,0.011874243,0.634716653,0.019259344,3034.053318,2,Murrel
24.85870068,62.2471447,9.480189684,1.667348077,6.9827426,6.900395715,49.8239418,138.6204238,58.93677158,0.011841526,0.011769041,1.495229994,0.019152789,3282.997265,2,Tilapia
23.15094263,54.80589393,14.17168603,1.072596962,6.065967589,8.616225488,43.55438027,142.7096584,40.5399868,0.002937704,0.008285216,1.207153736,0.019645874,3753.062053,2,Catla
23.81384874,43.32192396,9.081619531,1.097001005,5.244848689,6.909374348,59.9779716,84.10466035,33.01674723,0.019870114,0.001567089,0.133028294,0.019191033,3310.041892,2,Catla
20.18010468,66.64346269,13.7840846,1.516246389,6.801996054,8.635144328,37.86724854,80.97355164,31.44616586,0.020320017,0.014548292,1.23740661,0.019779191,4253.961829,2,Rohu
25.03631782,77.46497431,1.303418624,1.731860459,7.691598197,8.607900153,96.01716013,115.6165214,99.46843808,0.01583892,0.01708318,0.516543963,0.019225398,4009.446493,2,Tilapia
21.26991991,78.2859312,1.37585371,1.284212507,7.858877719,7.711176343,52.17131859,138.2585749,58.06136612,0.008074742,0.006874704,0.730214641,0.019458585,3025.157612,2,Rohu
23.05174566,71.42268618,0.930217823,1.984867633,6.292819198,8.434880958,31.43259814,79.11929604,44.05433483,0.012600655,0.017474784,0.075193303,0.019260436,3723.513784,2,Catla
22.56058503,39.49403277,1.408163035,1.579445662,7.765157574,8.613584353,97.5657068,134.8240672,79.70705161,0.003446855,0.016443488,1.18115208,0.01976602,3177.704868,2,Catla
20.02291815,69.22360895,12.903,1.937344564,6.68068534,7.499343606,44.32358317,75.89045689,53.96071385,0.010043335,0.003840198,0.202682577,0.019834907,3251.826215,2,Rohu
17.71993477,28.15122188,6.598372705,7.473606914,9.768996536,6.002956433,25.96104581,35.90801268,135.4159767,0.047013187,0.033991644,0.016958775,0.010821107,5681.279372,2,Mahseer
16.99814229,17.79895391,5.283762034,10.85999818,9.93187918,6.19537494,169.9528519,57.82647279,118.7222644,0.027534142,1.383920344,2.388657722,0.003538078,2241.600007,2,Brown Trout
34.12365868,21.55175798,7.539814221,12.80997011,9.554239819,9.455619975,184.5394613,281.6512634,240.9740056,0.048713553,0.338553419,0.010106446,0.004598807,2507.231793,2,Indian Carp
17.68246106,21.36682604,5.921767344,8.508022716,9.293566328,6.154926449,119.5510913,38.68725995,17.58363104,0.034584204,1.523619502,0.028775894,0.003202479,2085.799368,2,Mahseer
32.2808348,27.44316955,5.229835645,13.33537153,8.817044309,9.274343895,30.93281711,35.003046,244.4915606,0.031706401,0.429090545,0.025456857,0.005085089,2540.209707,2,Indian Carp
32.20559175,24.85627905,5.82069644,12.72515031,1.00773505,6.294446162,138.2619275,69.99218717,227.1672999,0.049012369,1.135866706,2.297866613,0.006868187,2083.966643,2,Indian Carp
32.97483414,20.40159919,7.116237293,10.12289446,0.599524769,6.474404603,109.0932088,52.90396376,10.70072393,0.040952809,1.482025893,2.266867483,0.010585209,2006.039985,2,Indian Carp
18.48320454,21.07776969,5.795505834,10.50208315,3.907360401,9.44129621,158.1184837,61.98362724,20.35745543,0.038023677,0.128750062,2.395383935,0.015359367,5947.3531,2,Mahseer
32.05548986,20.00718161,7.617059587,7.464627136,3.408377197,6.423926846,27.02264959,170.7086482,249.0073773,0.049460891,1.661984517,0.028179546,0.005927558,5217.563935,2,Indian Carp
17.75235812,21.72025424,7.787722547,14.71346757,8.024526927,9.346894255,27.56926015,47.34153976,12.49708975,0.04562898,1.335682016,0.010753734,0.007084376,2220.378824,2,Mahseer
16.5153387,23.4281801,5.799603163,6.83272849,4.3272601,9.190921513,45.62696708,204.1971773,161.8497214,0.030664831,1.705603083,0.028573687,0.01469807,2186.056662,2,Brown Trout
34.98881918,23.51340788,6.090534274,14.24437269,1.000074039,9.197919127,36.10318698,224.3572771,22.60163236,0.0367982,0.463959524,0.029052641,0.017032592,2114.790345,2,Indian Carp
18.33950038,28.7299477,7.450750008,6.990140997,8.640093967,6.032038353,45.85664117,46.54125659,18.96635293,0.028054203,1.089775873,2.590251692,0.002237082,5571.152851,2,Mahseer
19.7718213,25.17381589,5.325518583,12.896432,0.369403106,6.134441114,44.09101145,72.70135496,114.26096,0.037189715,1.639757325,0.019784837,0.001955036,2606.132939,2,Rohu
18.1685682,18.64961138,5.612295098,10.4070263,2.058593189,6.14013742,182.2159764,37.71728286,162.9168276,0.03807464,1.740032652,0.016296873,0.009420864,2351.911062,2,Mahseer
15.86357996,29.43119669,6.119195415,14.54184531,2.998491738,6.080549225,38.38193847,54.55507997,15.95501968,0.047995052,1.686999136,2.740629408,0.002141568,2087.298488,2,Brown Trout
30.08971283,23.7865221,7.307802783,9.780969579,1.814675014,6.468307449,37.6997281,72.93298548,15.0553419,0.03392886,0.844026131,2.759622833,0.012195645,2659.209735,2,Murrel
30.4714051,28.4612153,5.328470289,7.860399644,8.359811138,6.085783058,43.22197949,254.3981893,11.83225561,0.026943813,1.17382128,2.01696745,0.007358563,2266.420057,2,Indian Carp
16.02404585,18.43816778,7.845576805,11.89451887,9.352456649,9.302899149,47.89167393,73.49983002,133.9944465,0.04077877,0.828755093,2.850183198,0.008315286,4698.639526,2,Brown Trout
30.13128219,21.43555579,7.419642493,13.35394755,0.827365073,6.37687133,124.2808919,22.88595733,24.54878667,0.046504514,1.218217118,0.029148295,0.000491675,4611.998213,2,Murrel
